company,title,url,exp,edu,typ,loc,date,job_name
씨그로㈜,데이터 프로젝트 매니저 (Endash 팀),https://www.jobkorea.co.kr/Recruit/GI_Read/46077886?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=61,경력무관,학력무관,정규직,서울 강남구,D-27,데이터 분석가
㈜피트릭스,[현대자동차 사내벤처 피트릭스] Backend Tech Lead - 개발팀장,https://www.jobkorea.co.kr/Recruit/GI_Read/46054210?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=62,경력8년↑,대졸↑,정규직,서울 강남구,D-24,데이터 분석가
㈜데이터라이즈,[데이터라이즈] Sales Mangaer(3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45947371?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=63,경력3년↑,학력무관,정규직,서울 강남구,상시채용,데이터 분석가
㈜데이터라이즈,Sales Manager,https://www.jobkorea.co.kr/Recruit/GI_Read/46010546?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=64,경력3년↑,학력무관,정규직,서울 강남구,D-47,데이터 분석가
트리노드㈜,[부산/신입 또는 경력 1년 이상] ID팀 - TM(PM),https://www.jobkorea.co.kr/Recruit/GI_Read/45914097?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=65,경력무관,학력무관,정규직,부산 해운대구,상시채용,데이터 분석가
㈜에스투더블유,Cyber Threat Analyst,https://www.jobkorea.co.kr/Recruit/GI_Read/45905189?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=66,신입,대졸↑,정규직,경기 성남시,D-20,데이터 분석가
㈜마켓보로,[마켓보로] Product Designer,https://www.jobkorea.co.kr/Recruit/GI_Read/46080990?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=67,경력3년↑,학력무관,정규직,경기 성남시,D-59,데이터 분석가
㈜미리디,"[미리캔버스] 백엔드 엔지니어 (AI / JAVA, Spring)",https://www.jobkorea.co.kr/Recruit/GI_Read/45826425?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=68,경력2년↑,대졸↑,정규직,서울 구로구,D-17,데이터 분석가
㈜에스투더블유,Senior Threat Analyst,https://www.jobkorea.co.kr/Recruit/GI_Read/45905303?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=69,경력3년↑,대졸↑,정규직,경기 성남시,D-20,데이터 분석가
㈜에스투더블유,Malware Analyst(멀웨어 분석가),https://www.jobkorea.co.kr/Recruit/GI_Read/45920433?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=70,경력,학력무관,정규직,경기 성남시,D-20,데이터 분석가
헤이데이 미디어,[헤이데이미디어] 디지털캠페인 퍼포먼스 마케팅 AE 경력 / 신입(인턴) 채,https://www.jobkorea.co.kr/Recruit/GI_Read/45948982?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=71,신입·경력1년↑,대졸↑,정규직 외,서울 마포구 외,D-7,데이터 분석가
㈜인티그레이션,[한의계 대표 스타트업] 브랜드 매니저 (화장품),https://www.jobkorea.co.kr/Recruit/GI_Read/45987770?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=72,경력3년↑,학력무관,정규직,서울 강남구,상시채용,데이터 분석가
중소기업(300명이하),[글로벌 게임 기업] 데이터 분석가,https://www.jobkorea.co.kr/Recruit/GI_Read/45889109?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=73,경력2년↑,대졸↑,정규직,서울 강남구,D-27,데이터 분석가
중견기업(300명이상),중견교육그룹 데이터 분석가 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45909696?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=74,경력5년↑,초대졸↑,정규직,서울 성동구,D-1,데이터 분석가
대기업,[일본계반도체장비사] Data Scientist (데이터 분석가) 채용건,https://www.jobkorea.co.kr/Recruit/GI_Read/45749735?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=75,경력2년↑,대졸↑,정규직,경기 화성시,D-35,데이터 분석가
전자제품 1위 유통 대기업,[ 데이터분석가 ] 전자제품 1위 유통 대기업,https://www.jobkorea.co.kr/Recruit/GI_Read/45973505?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=76,경력3년↑,대졸↑,정규직,서울 강남구,D-70,데이터 분석가
대기업,Data Scientist/(경력 10년 이상- )/(과장-차장급) - 식품 대기업,https://www.jobkorea.co.kr/Recruit/GI_Read/45601284?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=77,경력10년↑,대졸↑,정규직,서울 강남구,D-11,데이터 분석가
외국계 기업,[Global Company] GA/AA 분석가,https://www.jobkorea.co.kr/Recruit/GI_Read/46037564?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=78,경력2년↑,초대졸↑,정규직,서울 강남구,D-7,데이터 분석가
대기업,데이터플랫폼회사] Data Analyst,https://www.jobkorea.co.kr/Recruit/GI_Read/46069974?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=79,경력2년↑,대졸↑,정규직,경기 성남시,D-88,데이터 분석가
중소기업(300명이하),화장품 이커머스 CRM 마케터 대리/과장 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45564964?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=80,경력6년↑,대졸↑,정규직,서울 전지역,D-4,데이터 분석가
중소기업(300명이하),데이터 과학자-성장 분석(영어 가능자),https://www.jobkorea.co.kr/Recruit/GI_Read/45952383?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=81,경력8년↑,석사↑,정규직,서울 강남구,D-7,데이터 분석가
중견기업(300명이상),중견상장교육그룹 데이터분석 과장급 5년이상,https://www.jobkorea.co.kr/Recruit/GI_Read/45739642?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=82,경력5년↑,대졸↑,정규직,서울 강남구,D-33,데이터 분석가
대기업1,"대기업 화장품 일본 BM 주임,대리급 구함(굿커리어)",https://www.jobkorea.co.kr/Recruit/GI_Read/46051991?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=83,경력3년↑,대졸↑,정규직,서울 전지역,D-26,데이터 분석가
중견기업(300명이상),[중견 IT그룹사] AI 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45980368?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=84,경력3년↑,대졸↑,정규직,서울 전지역,D-71,데이터 분석가
중견기업(300명이상),중견상장교육그룹 데이터엔지니어 급진행 과장급 5년이상,https://www.jobkorea.co.kr/Recruit/GI_Read/45739649?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=85,경력5년↑,대졸↑,정규직,서울 강남구,D-33,데이터 분석가
외국계 기업,Data Scientist(Python Developer) - 여수 근무,https://www.jobkorea.co.kr/Recruit/GI_Read/45836957?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=86,경력10년↑,학력무관,계약직,전남 여수시,D-49,데이터 분석가
대기업,AI 서비스기획-대기업 인하우스 광고대행사,https://www.jobkorea.co.kr/Recruit/GI_Read/46077451?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=87,경력3년↑,대졸↑,정규직,서울 전지역,D-28,데이터 분석가
중소기업(300명이하),"Backend Engineer(이커머스 및 광고, CRM 솔루션 개발 경험자)",https://www.jobkorea.co.kr/Recruit/GI_Read/46036687?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=88,경력4년↑,대졸↑,정규직,서울 강남구,D-21,데이터 분석가
대기업,데이터플랫폼회사] Data Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/46069972?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=89,경력2년↑,대졸↑,정규직,경기 성남시,D-88,데이터 분석가
벤처기업,da[중소/시리즈B투자/데이터/강남]ta 1. Data Analysis Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/46035497?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=90,경력2년↑,대졸↑,정규직,서울 강남구,D-6,데이터 분석가
벤처기업,da[중소/시리즈B투자/데이터/강남]ta 3. Data Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/46035535?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=91,경력2년↑,대졸↑,정규직,서울 강남구,D-6,데이터 분석가
벤처기업,[SaaS 솔루션 개발]Data Analytics Engineer / 경력 2년 -10년차 이내,https://www.jobkorea.co.kr/Recruit/GI_Read/45940848?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=92,경력2년↑,대졸↑,정규직,서울 전지역 외,D-65,데이터 분석가
벤처기업,[SaaS 솔루션 개발] Data Analytics Engineer / 경력 2년 -10년차 이내,https://www.jobkorea.co.kr/Recruit/GI_Read/46049708?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=93,경력2년↑,대졸↑,정규직,서울 전지역 외,D-83,데이터 분석가
외국계 기업,[외국계] Accounting Analyst - 이천,https://www.jobkorea.co.kr/Recruit/GI_Read/45625832?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=94,경력5년↑,대졸↑,정규직,경기 이천시,D-14,데이터 분석가
벤처기업,[SaaS 솔루션 개발] Data Engineer / 경력 2년 -10년차 이내,https://www.jobkorea.co.kr/Recruit/GI_Read/46049683?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=95,경력2년↑,대졸↑,정규직,서울 전지역 외,D-83,데이터 분석가
벤처기업,[SaaS 솔루션 개발]Data Engineer / 경력 2년 -10년차 이내,https://www.jobkorea.co.kr/Recruit/GI_Read/45940852?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=96,경력2년↑,대졸↑,정규직,서울 전지역 외,D-65,데이터 분석가
중견기업(300명이상),[중견상장-풍력발전1위] Innovation 혁신팀(비즈니스 프로세스 분석)5-12년,https://www.jobkorea.co.kr/Recruit/GI_Read/46076837?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=97,경력5년↑,대졸↑,정규직,서울 강남구,D-8,데이터 분석가
대기업,데이터플랫폼회사] Backend Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/46069976?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=98,경력2년↑,대졸↑,정규직,경기 성남시,D-88,데이터 분석가
벤처기업,da[중소/시리즈B투자/데이터/강남]ta 4. Java Back-End - 결재시스템,https://www.jobkorea.co.kr/Recruit/GI_Read/46035551?PageGbn=HH&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=99,경력4년↑,대졸↑,정규직,서울 강남구,D-6,데이터 분석가
㈜로드컴플릿,[사업실] 데이터 분석가,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=252018,경력2년↑,학력무관,정규직,경기 성남시,상시채용,데이터 분석가
111퍼센트㈜,[111퍼센트]데이터 분석가,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=254419,경력5년↑,학력무관,정규직,서울 강남구,상시채용,데이터 분석가
㈜기어세컨드,[기어세컨드] 데이터 분석가,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=253524,신입·경력,학력무관,정규직,서울 마포구,상시채용,데이터 분석가
㈜베이글코드,[CVS] 데이터 분석가 (Business Analyst),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=253112,경력무관,학력무관,정규직,서울 강남구,상시채용,데이터 분석가
EA코리아 (Electronic Arts Korea) ,[Data and Analytics] Senior Data Analyst (데이터 분석가),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=253652,경력5년↑,학력무관,정규직,서울 강남구,상시채용,데이터 분석가
㈜에임드,[UA팀] 모바일게임 데이터 분석가 (주니어),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=254395,경력1년↑,학력무관,정규직,서울 서초구,상시채용,데이터 분석가
데브시스터즈㈜,[쿠키런 모험의탑] 데이터 분석가 (2개월),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=254189,경력무관,학력무관,인턴,서울 강남구,상시채용,데이터 분석가
넥슨,[인텔리전스랩스] 데이터 분석가 (서비스 데이터 큐레이션) (계약직),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=254099,신입,학력무관,계약직,경기 성남시,상시채용,데이터 분석가
㈜베이글코드,[CVS] 데이터 분석가 1년 인턴 (Business Analyst Intern),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=253109,경력무관,학력무관,정규직,서울 강남구,상시채용,데이터 분석가
스프링컴즈,[스프링컴즈] 모바일게임 데이터 분석가 채용(신입/경력),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=253890,신입·경력,학력무관,정규직,서울 구로구,상시채용,데이터 분석가
넥슨,[인텔리전스랩스] 데이터 분석가 (AI 챗봇 품질 강화) (계약직),https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=249992,신입·경력,학력무관,계약직,경기 성남시,상시채용,데이터 분석가
잡코리아(유),[잡코리아] 데이터 엔지니어 (3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/46064233?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=1,경력3년↑,학력무관,정규직,서울 서초구,D-18,데이터 엔지니어
현대엘리베이터,데이터 엔지니어 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46043051?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=3,경력,대졸↑,정규직,서울 종로구,D-4,데이터 엔지니어
㈜이스트에이드,데이터 엔지니어 시니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45887357?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=4,경력4년↑,학력무관,정규직,서울 서초구,D-26,데이터 엔지니어
㈜넥슨,[기술본부] 데이터최적화팀 데이터 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/46072492?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=5,경력3년↑,학력무관,정규직,경기 성남시,상시채용,데이터 엔지니어
모비젠,(주) 모비젠 데이터 엔지니어 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46059155?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=6,경력5년↑,대졸↑,정규직,경기 성남시,D-24,데이터 엔지니어
㈜오픈베이스,데이터 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46062248?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=7,경력3년↑,초대졸↑,정규직,서울 서초구,상시채용,데이터 엔지니어
㈜이노케어플러스,데이터 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/46046957?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=8,경력3년↑,학력무관,정규직,서울 서초구,D-53,데이터 엔지니어
㈜미리디,[미리디] 데이터 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45849657?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=9,경력2년↑,학력무관,정규직,서울 구로구,D-20,데이터 엔지니어
메디웨일,데이터 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45991050?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=10,경력5년↑,학력무관,정규직,서울 강남구,D-13,데이터 엔지니어
㈜코세틱,[cosetic] 데이터 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45790860?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=11,경력무관,초대졸↑,정규직,서울 중구,상시채용,데이터 엔지니어
㈜기어세컨드,데이터 엔지니어(DE) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46009474?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=12,경력3년↑,학력무관,정규직,서울 마포구,D-46,데이터 엔지니어
㈜카카오페이,데이터 엔지니어 - 데이터플랫폼팀,https://www.jobkorea.co.kr/Recruit/GI_Read/46016288?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=13,경력5년↑,학력무관,정규직,경기 성남시,D-17,데이터 엔지니어
로이드케이,빅데이터 솔루션 데이터 엔지니어(경력) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45944194?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=15,경력5년↑,대졸↑,정규직,경기 성남시,D-21,데이터 엔지니어
㈜카카오페이,[계약직] 데이터 엔지니어 - 분석 MART / BI 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/46016291?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=16,경력4년↑,학력무관,정규직 외,경기 성남시,D-17,데이터 엔지니어
㈜커넥트웨이브,[커넥트웨이브] 메이크샵 데이터 엔지니어 채용(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45844834?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=17,경력3년↑,학력무관,정규직,서울 금천구,D-20,데이터 엔지니어
㈜코너스톤42,[CORNERSTONE42] 데이터 엔지니어 모집(경력 1년이상),https://www.jobkorea.co.kr/Recruit/GI_Read/46062071?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=18,경력1년↑,대졸↑,정규직,서울 송파구,D-2,데이터 엔지니어
㈜카카오페이,데이터 엔지니어 - DW / BI 시스템 개발 시스템 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46016284?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=19,경력5년↑,학력무관,정규직,경기 성남시,D-17,데이터 엔지니어
㈜와탭랩스,DB 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45949176?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=20,경력5년↑,학력무관,정규직,서울 서초구,D-5,데이터 엔지니어
캐논코리아(주),2024년 12월 캐논코리아 정기신입사원(채용연계형인턴)모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46051944?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=22,신입,대졸↑,인턴,서울 강남구 외,D-4,데이터 엔지니어
㈜아데코코리아 ,[업계3위 글로벌게임사] Database Engineer 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46061124?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=23,경력3년↑,대졸↑,계약직,서울 강남구 외,D-25,데이터 엔지니어
㈜데이타뱅크,(대구)DB 엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46042778?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=24,경력무관,초대졸↑,정규직 외,대구 수성구,D-22,데이터 엔지니어
㈜위즈베이스,ORACLE DB 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45745188?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=25,경력6년↑,초대졸↑,정규직 외,서울 성동구 외,D-4,데이터 엔지니어
에이플랫폼,[신입/경력] Database Engineer - R&D Center,https://www.jobkorea.co.kr/Recruit/GI_Read/46030703?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=26,신입·경력3년↑,초대졸↑,정규직,서울 영등포구,D-20,데이터 엔지니어
㈜에즈웰플러스,[경력] DBA / Oracle DB 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45916157?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=27,경력3년↑,대졸↑,정규직 외,서울 강남구,D-31,데이터 엔지니어
에이플랫폼,[신입/경력] Database Engineer - Customer Support Service,https://www.jobkorea.co.kr/Recruit/GI_Read/46030714?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=28,신입·경력3년↑,초대졸↑,정규직,서울 영등포구,D-20,데이터 엔지니어
에이플랫폼,[신입/경력] Database Engineer - Technical Solution Center,https://www.jobkorea.co.kr/Recruit/GI_Read/46030694?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=29,신입·경력3년↑,초대졸↑,정규직,서울 영등포구,D-20,데이터 엔지니어
㈜이비아이앤씨,오라클DB 엔지니어 신입/경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46072358?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=30,신입·경력,초대졸↑,정규직,서울 영등포구,D-28,데이터 엔지니어
㈜싸이웰시스템,[싸이웰시스템] DB 엔지니어 (신입/경력) 정규직 채용 (3200 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45978880?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=31,신입·경력,학력무관,정규직,서울 강서구,D-11,데이터 엔지니어
㈜와이씨,YC-EXICON-SEMCNS GROUP 2024년도 하반기 신입사원 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46011398?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=32,신입,대졸↑,정규직,경기 성남시 외,D-2,데이터 엔지니어
라온피플㈜,Infrastructure팀 데이터엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46020510?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=33,경력5년↑,학력무관,정규직,경기 과천시,D-18,데이터 엔지니어
마이데이터,Airflow 경험 데이터엔지니어 구인합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45906290?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=34,경력3년↑,학력무관,정규직 외,서울 서초구,D-2,데이터 엔지니어
