company,title,url,exp,edu,typ,loc,date,job_name
㈜넥슨,[메이플스토리M] 게임 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45954362?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=153,경력,학력무관,정규직,경기 성남시,상시채용,데이터 엔지니어
㈜비바리퍼블리카,ML Engineer(Ads),https://www.jobkorea.co.kr/Recruit/GI_Read/45755798?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=154,경력무관,학력무관,정규직,서울 강남구,D-2,데이터 엔지니어
㈜비바리퍼블리카,Data Scientist (Platform),https://www.jobkorea.co.kr/Recruit/GI_Read/45763360?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=155,경력무관,학력무관,정규직,서울 강남구,D-2,데이터 엔지니어
㈜비바리퍼블리카,Data Scientist (검색),https://www.jobkorea.co.kr/Recruit/GI_Read/45763368?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=156,경력무관,학력무관,정규직,서울 강남구,D-2,데이터 엔지니어
㈜비바리퍼블리카,Data Scientist (Ads),https://www.jobkorea.co.kr/Recruit/GI_Read/45763361?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=157,경력무관,학력무관,정규직,서울 강남구,D-2,데이터 엔지니어
효성ITX㈜,[효성ITX] 콜 인프라 및 AICC구축 PM(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45966411?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=160,경력무관,대졸↑,정규직,서울 영등포구,D-9,데이터 엔지니어
주식회사 솔트룩스,인공지능(AI) 솔트룩스 - NLP Research Engineer 경력,https://www.jobkorea.co.kr/Recruit/GI_Read/45862140?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=162,경력2년↑,석사↑,정규직,서울 송파구,상시채용,데이터 엔지니어
㈜토마토시스템,[(주)토마토시스템] AI데이터 분석 부문 채용(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46065839?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=164,경력3년↑,대졸↑,정규직,서울 강남구,D-58,데이터 엔지니어
충남대학교병원,[대전본원] 2024년 연구직(빅데이터) 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46011867?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=165,경력,대졸↑,정규직,대전 중구 외,오늘마감,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Subjective Test,https://www.jobkorea.co.kr/Recruit/GI_Read/46081778?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=166,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 재료평가(고분자 물성 평가),https://www.jobkorea.co.kr/Recruit/GI_Read/46081768?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=167,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Sustainable Material 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081687?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=168,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Tire 센서 솔루션 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081668?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=169,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Tire 설계 시스템 기획 및 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081644?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=170,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 신패턴 개발 및 기술 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081599?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=171,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - IT System 기획 및 설계,https://www.jobkorea.co.kr/Recruit/GI_Read/46081787?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=172,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 재료평가(고급 분석화학 평가),https://www.jobkorea.co.kr/Recruit/GI_Read/46081761?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=173,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 내구평가,https://www.jobkorea.co.kr/Recruit/GI_Read/46081750?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=174,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 마모평가,https://www.jobkorea.co.kr/Recruit/GI_Read/46081733?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=175,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 특성평가,https://www.jobkorea.co.kr/Recruit/GI_Read/46081727?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=176,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Compound Digital Twin 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081694?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=177,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 선행 Compound 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081680?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=178,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 고성능 Compound 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081674?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=179,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Handling 성능 연구 & 해석 Tool 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081657?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=180,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 선행 Compound 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081680?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=181,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 고성능 Compound 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081674?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=182,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Handling 성능 연구 & 해석 Tool 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081657?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=183,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Virtual Tire Design 환경 개발(CAD),https://www.jobkorea.co.kr/Recruit/GI_Read/46081650?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=184,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 타이어 성능 Simulation Tool 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081628?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=185,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 클라우드 기반 AI 시스템 구축,https://www.jobkorea.co.kr/Recruit/GI_Read/46081619?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=186,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - NVH 해석 기술 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081588?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=187,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - NVH 성능 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081582?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=188,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Airless Tire 구조해석,https://www.jobkorea.co.kr/Recruit/GI_Read/46081578?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=189,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 신구조 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/46081571?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=190,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D,https://www.jobkorea.co.kr/Recruit/GI_Read/46081567?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=191,신입·경력,대졸↑,정규직,대전 유성구,D-20,데이터 엔지니어
㈜비바리퍼블리카,ML Engineer(Product),https://www.jobkorea.co.kr/Recruit/GI_Read/45755792?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=192,경력무관,학력무관,정규직,서울 강남구,D-2,데이터 엔지니어
㈜틸론,VDI 시스템 엔지니어 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46039738?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=193,경력3년↑,학력무관,정규직,서울 강서구,D-22,데이터 엔지니어
㈜비바리퍼블리카,[토스] Financial System Engineer (영업회계시스템),https://www.jobkorea.co.kr/Recruit/GI_Read/45828461?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=194,경력4년↑,학력무관,정규직,서울 강남구,상시채용,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - Tire 센서 시스템 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081660?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=195,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 타이어 제조 Simulation Tool 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081632?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=196,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 인공지능 기술 선행연구 및 활용,https://www.jobkorea.co.kr/Recruit/GI_Read/46081610?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=197,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - 데이터 수집 및 분석,https://www.jobkorea.co.kr/Recruit/GI_Read/46081605?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=198,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
한국타이어앤테크놀로지,[상시채용] R&D - NVH 평가 기술 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46081594?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=199,신입·경력,석사↑,정규직,대전 유성구,D-20,데이터 엔지니어
엔아이티서비스㈜,[네이버 데이터센터 각 춘천][NIT Service] NAVER IDC 서버 운영/관리,https://www.jobkorea.co.kr/Recruit/GI_Read/45981981?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=200,경력무관,학력무관,정규직,강원 춘천시,D-11,데이터 엔지니어
에스케이쉴더스㈜,[사이버보안AI랩스] AI 서비스 기획자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46075346?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=1,경력3년↑,학력무관,정규직,경기 성남시,D-25,AI 개발자
㈜옵트에이아이,임베디드 AI 개발자 (C++),https://www.jobkorea.co.kr/Recruit/GI_Read/45966844?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=2,경력,석사↑,정규직,서울 강서구,D-9,AI 개발자
㈜옵트에이아이,비전 AI 어플리케이션 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45966928?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=3,경력,석사↑,정규직,서울 강서구,D-9,AI 개발자
㈜옵트에이아이,비전 AI 어플리케이션 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45965491?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=4,경력1년↑,석사↑,정규직,서울 강서구,D-7,AI 개발자
㈜에이아이포블록체인(AI4 Blo,(경력) 인공지능 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45994009?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=5,경력1년↑,석사↑,정규직,경기 의왕시,D-14,AI 개발자
주식회사 솔트룩스,인공지능(AI) 솔트룩스 - NLP Research Engineer 경력,https://www.jobkorea.co.kr/Recruit/GI_Read/45862140?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=6,경력2년↑,석사↑,정규직,서울 송파구,상시채용,AI 개발자
㈜아이스크림아트,AI연구소 AI기반 연구팀장,https://www.jobkorea.co.kr/Recruit/GI_Read/46036137?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=7,경력7년↑,대졸↑,정규직,서울 강남구,D-20,AI 개발자
주식회사 솔트룩스,인공지능(AI) 솔트룩스 - NLP Research Engineer 신입,https://www.jobkorea.co.kr/Recruit/GI_Read/45846865?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=8,신입,대졸↑,정규직,서울 송파구,상시채용,AI 개발자
㈜웅진,[경력] AI개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/46011182?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=9,경력3년↑,학력무관,정규직,서울 중구,D-15,AI 개발자
㈜크래프톤,[AI] AI Engineer - NLP/Chatbot (3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45826591?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=10,경력,석사↑,정규직,서울 강남구,상시채용,AI 개발자
빅웨이브로보틱스㈜,AI Researcher,https://www.jobkorea.co.kr/Recruit/GI_Read/46057863?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=11,경력,대졸↑,정규직,서울 강남구,D-23,AI 개발자
㈜미피아(Mippia Inc.,음원 유사도 분석 AI 엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45889185?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=12,신입,석사↑,정규직,서울 동작구,상시채용,AI 개발자
㈜옵트에이아이,[병역특례]임베디드 AI 개발자 (C++),https://www.jobkorea.co.kr/Recruit/GI_Read/45965544?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=13,경력1년↑,석사↑,정규직,서울 강서구,D-7,AI 개발자
㈜포니링크,(주)포니링크 AI개발자 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45953125?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=14,경력5년↑,초대졸↑,정규직,서울 영등포구,상시채용,AI 개발자
(재)여성기업종합지원센터,[주식회사 가이아비티] (멀티모달) AI 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/46078519?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=15,경력3년↑,학력무관,정규직,서울 송파구,D-51,AI 개발자
㈜아와소프트,[아와소프트] 김천혁신도시 인공지능(AI) 경력 채용(SM),https://www.jobkorea.co.kr/Recruit/GI_Read/45949324?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=16,경력3년↑,대졸↑,정규직,경북 김천시,D-37,AI 개발자
㈜옵트에이아이,[병역특례]비전 AI 어플리케이션 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45965497?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=17,경력1년↑,석사↑,정규직,서울 강서구,D-7,AI 개발자
㈜이오테크닉스,(주)이오테크닉스 AI개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45952853?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=19,경력,대졸↑,정규직,경기 안양시,D-4,AI 개발자
한국딥러닝㈜,AI 엔지니어(데이터),https://www.jobkorea.co.kr/Recruit/GI_Read/46026864?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=20,경력3년↑,학력무관,정규직,서울 서초구,D-20,AI 개발자
오투오,(주)에이아이오투오 AI 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46013600?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=21,경력무관,대졸↑,정규직,경기 성남시,D-47,AI 개발자
그로들,AI LLM 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/46035561?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=22,경력6년↑,대졸↑,정규직,서울 강남구,D-20,AI 개발자
㈜헥토,"[헥토 AI랩] AI 테크팀 (Software Engineer, ML)",https://www.jobkorea.co.kr/Recruit/GI_Read/45864920?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=23,경력8년↑,대졸↑,정규직,서울 강남구,D-20,AI 개발자
㈜네비웍스,AI 개발자(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45997908?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=24,경력1년↑,대졸↑,정규직,경기 안양시,D-13,AI 개발자
㈜펨트론,[펨트론] 3D&AI팀 CT알고리즘 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45998579?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=25,신입·경력,초대졸↑,정규직,서울 금천구,D-5,AI 개발자
㈜휴라이트,AI/ML 인공지능 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45941699?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=26,경력3년↑,학력무관,정규직,경기 광명시,D-35,AI 개발자
㈜옵트에이아이,임베디드 AI 개발자 (C++),https://www.jobkorea.co.kr/Recruit/GI_Read/45965524?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=27,경력1년↑,석사↑,정규직,서울 강서구,D-7,AI 개발자
㈜미니게이트,[경력 3년 이상] ML(AI) Engineer 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45994118?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=28,경력3년↑,학력무관,정규직,서울 강남구,D-14,AI 개발자
㈜덴컴,[음성 AI 기업 덴컴] AI Team Leader 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46058631?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=29,경력8년↑,대졸↑,정규직,서울 강남구 외,D-24,AI 개발자
㈜엑스큐어넷,생성형 AI 모델 연구 및 응용 개발(AI/ML),https://www.jobkorea.co.kr/Recruit/GI_Read/45895377?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=30,경력3년↑,초대졸↑,정규직,서울 은평구,D-27,AI 개발자
㈜아이스크림아트,AI연구소 AI기반 연구팀원 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46036173?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=31,경력5년↑,대졸↑,정규직,서울 강남구,D-20,AI 개발자
코아텍㈜,"인공지능 실무업무 경력자(IT개발, AI, 전기전자)",https://www.jobkorea.co.kr/Recruit/GI_Read/46032532?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=32,경력5년↑,대졸↑,정규직,경기 안성시,D-51,AI 개발자
㈜아이스크림아트,(주)아이스크림아트 AI연구소 AI기반연구팀장/팀원(경력) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46078640?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=33,경력5년↑,대졸↑,정규직,서울 강남구,D-28,AI 개발자
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] AI 프로젝트 PMO,https://www.jobkorea.co.kr/Recruit/GI_Read/45991768?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=34,경력3년↑,학력무관,정규직,경기 성남시,D-20,AI 개발자
㈜트루엔,On-Device AI 개발자 적극채용 (TRUEN),https://www.jobkorea.co.kr/Recruit/GI_Read/45933525?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=36,경력7년↑,석사↑,정규직,서울 구로구,D-4,AI 개발자
섬재㈜,AI Researcher,https://www.jobkorea.co.kr/Recruit/GI_Read/45927329?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=37,경력3년↑,학력무관,정규직,서울 강남구,D-3,AI 개발자
비아이매트릭스,[코스닥기업] 생성형 AI 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46065574?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=38,경력5년↑,대졸↑,정규직,서울 강남구,D-6,AI 개발자
에스디바이오센서㈜,[12월/경력/청담] AI(알고리즘) 개발 팀장 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46077509?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=40,경력,대졸↑,정규직,서울 강남구,D-21,AI 개발자
엔에이치엔㈜,[NHN] 음성 AI 연구/개발,https://www.jobkorea.co.kr/Recruit/GI_Read/45799959?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=41,경력무관,석사↑,정규직,경기 성남시,D-12,AI 개발자
